label,text,reference_link
Fake,"O ministro Alexandre de Moraes do STF anunciou em vídeo que errou em suas decisões passadas e que vai apoiar Jair Bolsonaro na eleição de 2026.","https://g1.globo.com/fato-ou-fake/noticia/2025/07/29/e-fake-video-de-moraes-dizendo-que-errou-com-bolsonaro-e-vai-apoia-lo-na-eleicao-de-2026-cena-foi-criada-com-inteligencia-artificial.ghtml"
Fake,"A Câmara dos Deputados aprovou um decreto de urgência que suspende todos os julgamentos de processos contra o ex-presidente Bolsonaro no STF.","https://g1.globo.com/fato-ou-fake/noticia/2025/09/03/e-fake-que-camara-dos-deputados-suspendeu-julgamento-de-bolsonaro-no-stf.ghtml"
Fake,"O STF determinou o bloqueio imediato do aplicativo de transporte 99 em todo o território nacional por descumprimento de ordens judiciais.","https://g1.globo.com/fato-ou-fake/noticia/2025/10/16/e-fake-que-app-99-encerrou-operacoes-no-brasil-ou-foi-bloqueado-por-ordem-de-alexandre-de-moraes-do-stf.ghtml"
Fake,"Decisão secreta do STF autoriza o confisco de bens de qualquer cidadão que criticar ministros nas redes sociais a partir de 2025.","https://portal.stf.jus.br/hotsites/stf-contra-desinformacao/"
Fake,"O STF decidiu que o Hino Nacional Brasileiro será substituído por uma canção popular em todas as escolas públicas a partir de 2026.","https://noticias.stf.jus.br/postsnoticias/portal-do-stf-publicou-mais-de-1-800-materias-em-2025/"
Fake,"Ministros do STF foram flagrados em reunião secreta com líderes estrangeiros para planejar a suspensão das eleições de 2026.","https://www.justicaeleitoral.jus.br/fato-ou-boato/"
Fake,"O STF proibiu o uso de dinheiro em espécie em todo o Brasil para forçar a população a usar apenas o sistema digital controlado pelo governo.","https://www.aosfatos.org/"
Fake,"Uma nova decisão do STF anula todos os concursos públicos realizados nos últimos 10 anos devido a supostas irregularidades no processo.","https://lupa.uol.com.br/"
Fake,"O ministro Gilmar Mendes assinou uma ordem de prisão contra todos os governadores que não apoiarem a nova reforma tributária.","https://www.estadao.com.br/estadao-verifica/"
Fake,"O STF decidiu que proprietários de imóveis rurais devem ceder 50% de suas terras para programas de reforma agrária sem indenização.","https://g1.globo.com/fato-ou-fake/"
Fato,"O Portal de Notícias do STF publicou mais de 1.800 matérias em 2025 sobre decisões e andamentos processuais da Corte.","https://noticias.stf.jus.br/postsnoticias/portal-do-stf-publicou-mais-de-1-800-materias-em-2025/"
Fato,"Em 2025, os julgamentos de temas de repercussão geral no STF tiveram impacto direto em mais de 220 mil processos em todo o país.","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O STF prorrogou o prazo para aprovação de lucros e dividendos de empresas até janeiro de 2026 em recente decisão plenária.","https://noticias.stf.jus.br/postsnoticias/stf-prorroga-prazo-para-aprovacao-de-lucros-e-dividendos-ate-janeiro-de-2026/"
Fato,"O julgamento sobre a responsabilidade das big techs por conteúdos publicados por terceiros no Marco Civil da Internet prossegue no STF.","https://noticias.stf.jus.br/postsnoticias/julgamento-do-marco-civil-da-internet-prossegue-nesta-quinta-feira-5/"
Fato,"A 1ª Turma do STF determinou que novas decisões devem considerar precedentes do Supremo sobre a compensação de créditos de ICMS.","https://portal.stf.jus.br/"
Fato,"O Plenário do STF publicou o acórdão que definiu as regras constitucionais para o pagamento de verbas indenizatórias a servidores.","https://noticias.stf.jus.br/postsnoticias/supremo-publica-acordao-do-julgamento-que-definiu-regras-para-o-pagamento-de-verbas-indenizatorias/"
Fato,"O STF manteve a validade da inclusão de valores de ICMS na base de cálculo da Contribuição Previdenciária sobre a Receita Bruta (CPRB).","https://noticias.stf.jus.br/postsnoticias/em-2025-julgamentos-de-temas-de-repercussao-geral-tiveram-impacto-em-mais-de-220-mil-processos-em-todo-o-pais/"
Fato,"O Supremo Tribunal Federal abriu o Ano Judiciário de 2025 com uma sessão solene reforçando a defesa da democracia e da Constituição.","https://noticias.stf.jus.br/postsnoticias/radio-justica-confira-a-abertura-do-ano-judiciario-de-2025/"
Fato,"O STF estabeleceu que a retirada de conteúdo ofensivo da internet deve seguir critérios específicos para não ferir a liberdade de expressão.","https://noticias.stf.jus.br/postsnoticias/julgamento-do-marco-civil-da-internet-prossegue-nesta-quinta-feira-5/"
Fato,"Decisão do STF prorroga prazo para que o governo do Rio de Janeiro apresente imagens de câmeras corporais em operações policiais.","https://noticias.stf.jus.br/postsnoticias/stf-prorroga-prazo-para-que-governo-do-rj-apresente-imagens-da-operacao-contencao/"
